Time,Latitude,Longitude,Depth/Km,Magnitude
48:37.1,42.7792,13.1282,9.8,2.1
01:25.9,42.785,13.1412,10.1,2
44:15.4,42.7848,13.1377,9.1,2.1
28:21.5,42.2688,13.5312,10.3,2
45:50.0,42.7695,13.1507,10.4,2.3
51:44.8,42.7483,13.1403,10.2,3
00:53.1,42.6442,13.3227,10.6,2.3
27:54.0,42.7632,13.0868,10.5,3.1
43:47.7,42.7793,13.134,10.3,2.4
22:09.1,42.8648,13.2563,10,2
59:12.7,42.8712,13.2663,9.8,2.2
40:26.9,42.6818,13.1867,12.8,2
49:45.9,42.7793,13.1367,7.1,2
08:27.0,42.8762,13.263,9.8,2
44:25.5,42.6438,13.2557,13.3,2.5
00:55.5,42.7605,13.1463,9.9,2
32:19.1,42.8067,13.1588,10.5,2
18:28.8,42.7245,13.2165,12.4,2.1
29:06.7,42.7597,13.138,9.3,2.1
44:16.2,42.8052,13.1522,10.2,2.3
19:35.2,42.7532,13.1993,12.9,2.3
38:24.7,42.7678,13.1523,8.9,2.3
22:59.0,42.7388,13.1708,12.4,2.2
26:05.7,42.8557,13.2408,9.6,2.2
55:43.6,42.8297,13.2377,9.2,2.1
26:39.3,42.79,13.1347,7.1,2
50:57.1,42.782,13.1572,10.3,2.3
51:09.3,42.7508,13.186,10.9,2.2
35:38.9,42.7875,13.1273,10.1,2.2
20:44.6,42.7997,13.1233,9.8,2.2
25:20.4,42.8727,13.1982,11.1,2.7
57:02.3,42.8202,13.2435,7.3,3.1
59:01.7,42.7868,13.1392,8.4,2.1
59:49.8,42.7708,13.1327,7.3,2
37:16.9,42.8328,13.1812,9.2,2.2
10:42.0,42.8298,13.2068,9.9,2.2
47:20.7,42.8662,13.222,8.2,2.2
54:52.0,42.7997,13.1455,10.6,2
15:51.3,42.8473,13.2363,8.5,2.3
20:37.4,42.7898,13.1888,10.3,2
28:34.5,42.6798,13.2862,9,2.6
49:54.4,42.6783,13.2873,9.4,2.3
58:16.8,42.6803,13.2882,9.6,2
56:33.3,42.7818,13.2242,12.8,2
21:24.3,42.7522,13.2483,10.2,2
35:21.9,42.8442,13.2328,10.5,3.4
21:30.8,42.8138,13.1782,7.7,2.2
29:51.3,42.7957,13.2157,10.4,2.1
36:20.4,42.8155,13.1743,8.1,2.3
37:14.4,42.8715,13.227,9.3,2.4
58:23.2,42.7855,13.1367,9.6,2.1
31:16.7,42.785,13.1348,9.6,2.2
46:21.7,42.7343,13.1812,13.1,2.5
38:17.5,42.7668,13.1428,10.2,2.7
53:57.6,42.807,13.2067,10,2
02:04.0,42.8753,13.126,9.9,2.4
35:19.0,42.7845,13.1398,10.6,2.6
36:47.8,42.8758,13.2278,9.6,2
29:51.7,42.7492,13.1873,9.9,2.1
32:45.7,42.6772,13.2095,11.6,2.6
02:10.1,42.6613,13.3263,11.8,2
44:06.8,42.8472,13.2327,10.4,2.1
02:53.5,42.8268,13.1722,11.1,2.3
25:18.9,42.7167,13.2612,12.3,2.2
38:02.7,42.8448,13.2512,8.6,2.4
45:44.7,42.8353,13.1507,9.9,2.6
32:40.3,42.7863,13.1243,9.1,2.2
55:35.9,42.6768,13.2855,9.6,3.2
08:36.4,42.6808,13.2892,10.3,2.5
34:25.3,42.7667,13.1493,9.9,2.7
51:49.6,42.8212,13.2498,8.4,3.1
11:10.4,42.6757,13.216,13.3,2.1
22:50.9,42.6555,13.2378,11.3,2
29:17.7,42.803,13.2422,8.9,2
29:59.7,42.7325,13.2072,10.6,2
09:32.4,42.7318,13.1907,10.1,2.1
02:13.0,42.7863,13.1297,9.8,2
19:12.2,42.8168,13.1748,8.7,2.5
23:41.2,42.8053,13.221,14.8,2
04:23.3,42.6413,13.3002,10,2
02:37.0,42.7992,13.2062,8.5,2.8
50:23.6,42.6993,13.2532,12.1,2
10:44.5,42.7492,13.2663,13.3,2
36:12.0,42.8068,13.1428,10,2.2
49:50.9,42.8083,13.1497,9.9,2.2
13:39.3,42.7322,13.2377,11.9,2
16:47.7,42.872,13.2262,8.3,2.5
44:57.0,42.7813,13.1322,8.4,2.4
59:37.7,42.8023,13.1402,7.8,2.2
34:05.4,42.776,13.1327,8.4,2.9
34:55.5,42.7858,13.128,10.1,2.8
35:34.0,42.7907,13.1395,10.2,2.8
36:38.8,42.7837,13.126,9.8,2.7
42:23.1,42.7878,13.134,9.7,2.1
07:23.4,42.6517,13.1977,10.9,2.2
10:32.7,42.7867,13.1305,9.4,2.1
54:26.8,42.694,13.2513,13.8,2.3
14:45.4,42.7883,13.1307,10,2
17:14.8,42.676,13.2102,11.1,2.8
24:59.2,42.8077,13.1558,13.2,2
48:49.2,42.7867,13.1355,7.9,2.2
49:55.6,42.6788,13.2877,9.4,3
01:52.6,42.6832,13.2837,9.1,2.2
48:33.1,42.8442,13.1538,9.8,2.1
32:16.9,42.7887,13.1063,10.3,2.4
21:09.4,42.7082,13.2243,13.9,2
38:38.7,42.6805,13.2918,9.5,2.4
09:44.1,42.8618,13.2262,8.6,2.2
34:25.1,42.6737,13.2773,9.2,3.7
47:49.8,42.6808,13.2882,9.5,2.1
20:53.2,42.6772,13.2902,9.3,3.2
30:02.5,42.8055,13.1553,10.1,3.1
30:19.6,42.8073,13.1527,10,3.4
15:58.5,42.8067,13.1328,10.6,2.3
16:48.5,42.8538,13.2392,8.8,2.2
26:14.1,42.839,13.1432,8.1,2
39:46.9,42.8082,13.2058,9.9,2.8
51:17.1,42.7845,13.1653,9.8,2.3
29:42.1,42.6738,13.2792,8.9,2.5
49:29.7,42.7883,13.112,9.9,2.3
04:53.4,42.6063,13.2413,11,2.1
18:40.6,42.6842,13.2038,13.3,2
41:05.1,42.7893,13.234,13.1,2
13:59.5,42.66,13.2218,12.3,2
07:40.7,42.6983,13.2235,13.5,2.3
10:09.0,42.7868,13.2378,5.7,2.2
10:09.0,42.7988,13.2317,9.7,2.3
28:45.3,42.7782,13.1773,6.2,2
14:29.1,42.6312,13.2725,8.3,2.2
33:13.7,42.8678,13.2177,7.9,2.4
44:10.4,42.8045,13.1672,9.1,2
07:24.0,42.803,13.1547,8.8,3.5
47:03.2,42.7327,13.1897,10,2
59:53.1,42.6217,13.2838,8.6,2.1
21:25.4,42.8038,13.1492,10.7,2
38:25.0,42.8052,13.1577,9.9,2
07:21.5,42.6848,13.207,13,2.1
49:07.2,42.8587,13.0693,10.4,2.8
53:03.5,42.7968,13.1418,8,2.2
59:10.1,42.7857,13.1267,10.2,2.3
38:45.7,42.8488,13.2588,4.9,2.7
00:45.8,42.5862,13.2028,10.4,2.3
14:40.2,42.7412,13.1808,8.5,2
17:20.1,42.7988,13.2457,9.3,2.4
18:22.2,42.7957,13.2442,8.2,2.4
19:41.5,42.7843,13.1303,8.3,2.3
54:20.7,42.7853,13.1263,10,3
27:22.5,41.7218,13.8525,9.7,2
33:17.3,42.6847,13.2498,17.2,2
33:26.2,42.7722,13.1502,9.7,2.3
57:11.1,42.6148,13.3083,10.8,2.7
10:49.3,42.6237,13.3058,10.4,2.2
10:19.4,42.7572,13.1425,10.4,2
37:53.9,42.7443,13.2458,10,2.1
31:33.4,42.7908,13.1202,6.3,2.4
03:55.0,42.7563,13.1863,9.4,3.4
04:55.1,42.7597,13.1882,11.1,3.3
20:27.2,42.779,13.1287,5.4,2.4
08:07.0,42.8417,13.254,6.6,2.1
53:28.3,42.8113,13.2092,8.9,2.3
10:56.9,42.7507,13.239,9.4,2.1
47:02.8,42.7503,13.1867,8.2,2.8
48:09.3,42.7555,13.1878,12.1,2.2
54:26.3,42.7547,13.1862,8.5,2.6
49:26.2,42.7585,13.1522,5.9,2.1
32:33.6,42.8357,13.1352,10.3,2.1
48:14.3,42.7495,13.2437,10.6,2.4
48:36.7,42.7925,13.1308,9.3,2.1
56:44.1,42.84,13.1585,9.1,2.3
01:02.7,42.785,13.1283,7.9,2.5
13:20.7,42.8408,13.2497,6.8,2.2
28:31.5,42.8482,13.226,7.9,2.6
21:05.9,42.7848,13.1313,6.9,3
19:30.4,42.6547,13.3028,9.9,2
25:14.1,42.8518,13.2517,9.2,2
57:32.0,42.8248,13.2327,9,2
06:46.3,42.8098,13.161,9.5,2.5
39:00.4,42.8012,13.1473,10.1,2.5
18:45.8,42.7692,13.1605,11.7,2.2
19:27.6,42.6297,13.2858,9.4,2.6
29:29.4,42.7892,13.1327,9.7,2.1
53:06.2,42.7885,13.1403,10,2.5
32:42.4,42.8032,13.1452,8.8,2.2
13:12.4,42.8598,13.2218,8.6,2.2
32:59.5,42.8268,13.1518,9,2.9
53:37.3,42.7407,13.2475,9,2.2
02:40.5,42.6653,13.2157,13.4,2.1
03:44.4,42.7322,13.2228,12.2,2.1
17:57.0,42.7502,13.2427,9.4,2.2
46:29.2,42.7427,13.2278,10.7,3
06:16.9,42.565,13.1198,10.6,2
25:36.5,42.784,13.2212,9.8,2.2
44:03.4,42.7683,13.2278,12.9,2.3
50:23.5,42.7352,13.1907,10,2
55:09.1,43.1207,13.3813,21,2.3
13:03.0,42.875,13.2255,9,2.3
13:53.1,42.8163,13.2415,7.3,2.2
06:29.4,42.7797,13.1422,10.1,2.3
36:39.0,42.7583,13.225,10.2,2.1
51:03.2,42.7895,13.0608,11,2.1
50:13.3,42.6875,13.2913,6.8,2.3
43:49.2,42.6142,13.29,10.3,2.1
13:51.2,42.8365,13.0163,9.4,2.3
04:55.4,42.8383,13.245,8.4,2.3
42:52.1,42.7182,13.2643,9.3,2.2
18:48.3,42.7483,13.1827,10,2
40:44.4,42.7875,13.1282,9.2,2.3
51:01.3,42.8998,13.2072,9.4,2
06:41.9,42.7912,13.1278,6.5,2.7
20:16.2,42.7827,13.123,9.6,2.1
20:52.8,42.9213,13.2472,8.8,2
31:19.0,42.7795,13.1253,9.5,2.5
34:25.2,42.7813,13.117,8.6,2.4
46:23.9,42.786,13.1282,10.1,2.1
15:55.7,42.8352,13.1833,6.8,2
35:19.7,42.8408,13.2317,6.1,2.2
45:24.1,42.8768,13.2107,10.1,2
23:13.8,42.7867,13.1722,9.8,2.5
36:14.3,42.6128,13.3058,9.9,2
48:24.1,42.8192,13.1632,10.7,2
04:10.0,42.873,13.1633,8.7,3
05:19.2,42.8083,13.2205,9.6,2
50:19.6,42.7757,13.1547,9.4,2
55:29.3,42.74,13.1863,13.2,2
13:18.4,42.6362,13.2245,12.6,2.1
51:47.8,42.8632,13.2107,8,2.2
25:25.0,42.743,13.171,13,2
49:19.1,42.7488,13.1438,8.8,2.1
29:17.5,42.635,13.3042,8.2,2.3
48:15.7,42.7887,13.2015,9.8,2
51:58.7,42.8487,13.2622,9.1,2.2
06:52.7,42.8808,13.2388,9,2.8
08:38.7,42.7163,13.1823,11.7,2.3
08:54.5,42.7423,13.2957,12.2,2.2
09:46.9,42.8452,13.2382,8,2.2
36:57.6,42.7733,13.1398,8.5,2.3
55:42.9,43.0443,12.8788,7.9,2.2
53:23.0,42.666,13.3182,9.4,2.3
56:17.9,42.8715,13.2143,8.6,2
08:00.4,42.7137,13.2138,10.8,2.5
57:59.3,42.8568,13.2223,9,2.1
22:28.2,42.896,13.2482,9.3,3.3
38:37.6,42.8948,13.2468,9.3,3.4
47:15.6,42.8947,13.2523,9.1,2
15:09.2,42.7555,13.2402,9.7,2.5
06:17.5,42.858,13.2238,7.1,2
15:40.8,42.8122,13.2267,8.2,2.5
16:42.3,42.8837,13.1537,9.5,2.3
23:05.9,42.8448,13.1473,9.8,2
45:42.0,42.7965,13.2045,9.6,2.4
46:56.7,42.7527,13.1767,9.1,2.1
56:09.5,42.9088,13.2527,10.1,2.8
02:52.2,42.815,13.2257,7.2,2
51:56.5,42.7338,13.1967,10.1,2.3
48:57.0,42.6292,13.3178,10.9,2.1
54:10.4,42.5578,13.2993,10.4,2.1
36:38.7,42.8513,13.219,8.9,2.3
07:24.5,42.7927,13.2125,12.2,2.4
11:07.5,42.8457,13.1538,8.5,2.2
38:07.4,42.8702,13.2242,9.5,2.1
51:04.9,42.8127,13.2362,9.8,2
16:49.5,43.5483,13.7733,9.2,2.6
12:10.6,42.7037,13.2558,13.1,2.1
31:48.9,42.8173,13.2142,9.3,2
46:20.6,42.8802,13.2342,8.5,2.3
20:08.4,42.8082,13.2367,7.9,2.6
25:28.8,42.8363,13.2325,7.8,2.7
00:30.2,42.7182,13.0933,9.8,2.5
47:07.0,42.7897,13.2303,9.4,3.2
33:15.8,42.8463,13.2323,7.6,2.2
09:52.6,42.8542,13.2258,9.7,2
11:27.5,42.6065,13.2663,12.2,2
54:43.4,42.8508,13.2222,7.9,2
04:23.3,42.9292,13.2462,7.6,2
46:50.4,42.6878,13.2363,12.8,2.4
30:15.1,42.8325,13.2227,7.6,2.6
09:28.1,42.7805,13.124,9.6,2.6
44:33.6,42.8203,13.1827,9.5,2.1
36:27.2,42.8467,13.2458,6.7,2.4
33:10.7,42.7638,13.1627,13,2.3
18:05.4,43.1062,13.4045,21.6,2.4
21:34.9,42.4437,12.7873,8.3,2.1
41:35.4,42.8545,13.121,7.8,3.4
14:29.0,42.7628,13.166,11.7,2.4
21:05.7,42.8443,13.256,8.1,2.5
23:27.3,42.827,13.0523,8,2
40:12.8,42.827,13.1788,9.4,2.1
10:30.6,42.826,13.1812,10,2
46:03.1,42.8142,13.172,10.9,2.1
03:44.5,42.8208,13.185,8.7,2
29:31.0,42.6382,13.2192,12.5,3.2
01:21.5,42.4043,12.8662,8.9,2.2
05:57.8,42.8623,13.0682,9,2.1
16:08.1,42.8905,13.2278,9.3,2
05:40.1,42.5953,13.3168,10.7,2.1
04:52.4,42.7163,13.2248,11.1,2.2
34:18.3,42.7935,13.2173,9.7,3.2
47:21.1,42.7863,13.2207,8.6,2.1
14:04.3,42.5967,13.3337,10.4,2.4
23:52.8,42.658,13.2512,10.9,2
28:40.6,42.8448,13.2563,6.7,2
52:44.0,42.7663,13.2355,9.7,2.5
09:44.0,42.8793,13.1408,9.4,3
54:14.6,42.899,13.2487,8.8,2.9
54:59.6,42.9033,13.2578,9.3,2.5
56:09.6,42.8922,13.2498,8.2,2.6
19:05.6,42.786,13.2412,9.3,2.2
03:35.8,42.8318,12.9982,10.5,2.1
04:04.4,43.1982,13.2912,24.7,2
29:56.4,42.6223,13.3597,17.9,2.8
34:42.1,42.7827,13.1307,9.8,2.8
14:53.0,42.9063,13.2557,9.9,2.3
46:06.4,42.9013,13.2503,8.5,3.2
55:10.6,42.7943,13.2332,10.4,2
22:51.0,42.7437,13.1868,10.9,2.6
00:06.4,42.7458,13.1812,9.5,2
47:59.3,42.7485,13.1837,10.3,2.1
18:53.9,42.837,13.2687,9.1,2.1
24:01.8,42.8063,13.2223,9.1,2.1
05:00.8,42.8037,12.7685,9,2.2
14:24.9,42.9058,13.2538,9.2,2
07:18.3,42.6258,13.1675,13.8,2.2
53:36.6,42.8623,13.1367,8.9,2.1
09:25.2,42.8262,13.0593,8.9,2.2
54:00.3,42.7832,13.1343,10,2.7
07:53.4,42.7862,13.1338,9.9,2.2
28:50.0,42.9068,13.2545,9,2
43:50.0,42.8025,12.7678,9.3,2
30:35.4,42.8272,13.2433,9.3,2.2
15:01.8,42.7802,13.2003,10.2,3.2
41:50.3,42.6262,13.2162,12.3,2.7
19:03.2,42.7442,13.1747,8.5,3.5
23:02.3,42.7427,13.1855,10,2.1
40:58.9,42.7508,13.1932,10.7,3.2
13:56.7,42.8127,13.2588,8.9,2.2
28:53.0,42.7548,12.9908,10.5,2.1
11:09.7,42.7383,13.1853,9.5,3.9
32:38.9,42.7445,13.1938,9.9,2.5
32:38.9,42.7465,13.1977,10.2,2.7
45:52.2,42.7488,13.1882,10.6,2.6
54:36.1,42.8288,13.0427,9.5,2.1
23:17.4,42.7358,13.1772,10.9,2.1
56:53.6,42.7367,13.194,7,2.3
37:58.3,42.739,13.1933,10.4,2.2
39:02.1,42.7372,13.1923,10.6,2.2
57:09.1,42.7608,13.118,10.1,2.8
45:53.3,42.7472,13.1927,9.6,2.6
47:28.9,42.7442,13.1948,10.2,3.1
57:51.9,42.7327,13.1872,9.9,2.4
33:47.1,42.7442,13.1997,9.8,2.2
42:42.4,42.7403,13.1853,7.9,3.6
45:44.1,42.7403,13.1947,9.7,2.1
08:29.6,42.7465,13.1825,9.6,2.1
00:44.4,42.7473,13.1913,9.3,2.4
33:02.6,42.6323,13.212,11.2,2.8
58:28.6,42.9143,13.2567,9.5,2.4
18:47.9,42.7418,13.1867,10.3,2.2
27:33.9,42.9157,13.1837,9.7,2.1
42:37.5,42.9088,13.2568,6.2,2.6
43:33.6,42.8138,13.165,10.6,2.3
56:37.7,42.8088,13.219,9.4,2.2
20:51.4,42.7933,13.2142,10.3,2.5
47:42.4,42.8667,13.0762,9.1,2.2
06:26.1,42.8943,13.2548,9.4,2.3
39:46.6,42.746,13.1842,10.2,2.1
04:18.6,42.919,13.1823,9.8,2.5
11:47.4,42.7377,13.4023,15.3,2.2
43:27.9,42.8337,13.2375,9,2.1
47:25.7,42.7492,13.1883,9.4,2
20:11.9,42.8703,13.0742,9.4,2.5
25:05.6,42.8705,13.075,9,2.4
31:38.6,42.4627,13.3258,12.8,2
32:16.3,42.7528,13.1318,9.3,2
05:06.0,42.6017,13.3088,9.6,2
36:49.8,42.732,13.1927,8.9,2.4
00:52.0,42.5882,13.2992,9.7,2.8
32:48.3,42.7377,13.1942,9.7,2
01:57.8,42.7412,13.1813,10.1,2.2
32:50.7,42.8562,13.2533,8.5,3
01:50.7,42.7368,13.1967,10,2.3
52:40.6,42.8938,13.2347,9.2,2
58:09.6,42.7792,13.1253,8.7,2.4
24:15.1,42.8698,13.0752,9.5,2.4
07:35.7,42.7835,13.1253,9.8,2.1
24:10.3,42.8672,13.0747,8.2,3.2
59:19.7,42.8687,13.0723,9,2.4
04:07.9,42.8697,13.0678,8.4,2.2
53:16.0,42.8642,13.076,8.8,2
08:16.5,42.6925,13.2637,12.7,2.5
44:11.2,42.8627,13.0668,10.4,2.1
28:32.0,42.871,13.0703,9.1,2.5
35:35.8,42.8622,13.0755,8.2,2.4
30:50.0,42.7957,13.1835,12.8,2
49:16.1,42.7468,13.1342,7.2,2
53:33.2,42.8647,13.0822,8.7,2.6
56:49.9,42.8657,13.0728,8.8,3.1
29:39.0,42.8678,13.076,8.8,2.1
24:53.7,42.7327,13.1897,9.9,2.5
50:36.6,42.8683,13.0733,9.2,2.1
17:34.3,42.8643,13.0783,9,2.2
25:20.6,42.7295,13.1922,10,2.3
03:59.8,42.8732,13.0655,6.8,2.4
40:11.7,42.8393,13.151,9.8,2.1
40:02.0,42.7387,13.1887,9.1,2.3
43:45.5,42.7403,13.1868,10.5,2.2
25:24.1,42.8003,13.173,9.3,2
09:20.2,42.6318,13.329,11.1,3.3
27:24.5,42.7718,13.1432,9.6,2.2
50:47.9,42.7437,13.2282,12.5,2.1
45:48.1,42.8678,13.0707,9.3,2.8
21:51.3,42.4502,13.0467,14,2.1
56:50.1,42.8155,13.1798,9.3,2.5
59:08.3,42.809,13.1777,8.4,2
48:34.4,42.8708,13.0648,9.1,2.5
10:36.4,42.8487,13.159,10.5,2
21:20.0,42.7702,13.1843,11.1,2
34:39.4,42.7682,13.1507,9.5,2
37:48.0,42.8687,13.073,9,2
04:31.6,42.8677,13.0712,8.7,2
48:48.9,42.8603,13.2378,8.5,2
31:19.1,42.8658,13.0712,8.9,2.5
44:45.5,42.8582,13.0798,8.9,2.2
39:10.1,42.6422,13.3327,11.2,2
10:37.8,42.6487,13.2287,12.5,2
30:54.5,42.8918,13.256,9.4,3
47:14.3,42.8968,13.2527,9.4,2.7
00:15.8,42.8722,13.0723,9.1,2.2
45:28.8,42.638,13.331,11.2,2.1
02:25.4,42.7848,13.1333,8.9,2
09:12.1,42.8652,13.2387,9.4,2.3
36:58.3,42.8927,13.2535,7.7,2.1
16:13.8,42.7963,13.1642,9.7,2.5
41:05.3,42.862,13.2267,8.6,2.1
49:10.0,42.8142,13.2242,8.5,2
22:40.2,42.8692,13.0608,8.1,2.1
58:53.8,42.8847,13.2653,8,2
32:02.3,42.9008,13.2535,9.1,2.2
22:17.6,42.8178,13.2252,6.8,2.4
35:03.8,42.7233,13.2352,9.6,2.3
06:00.0,42.9012,13.253,9.2,2
39:09.2,42.7577,13.1907,9.7,2.1
48:26.1,42.7497,13.1762,9.4,3
32:35.5,42.7477,13.1757,9.2,4
39:46.9,42.7468,13.1852,10.5,2
28:24.5,42.8465,13.1532,9.9,3.3
48:23.1,42.7603,13.1437,7.7,2.5
47:24.4,42.8618,13.0748,8.7,2.3
48:33.2,42.6427,13.329,10.9,2
36:28.6,42.5813,13.3097,9,2.4
39:18.6,42.5838,13.3037,11.1,2.1
32:12.3,42.6685,13.2563,12.8,2.1
00:27.0,42.7297,13.1842,8.9,2
24:52.4,42.4093,12.8697,9,2
36:16.8,42.7368,13.1968,10.2,2.3
37:36.1,42.7277,13.1922,9.8,2.6
43:06.8,42.8815,13.1393,9.4,2.1
24:44.5,42.8548,13.2355,8.6,2.2
58:31.1,42.827,13.1638,7.9,2
22:56.3,42.8222,13.1772,9.1,2.1
17:42.4,42.8898,13.2377,7.6,2.1
56:38.9,42.7352,13.1827,11.5,2.2
11:30.4,42.7345,13.2093,9.7,2.4
27:53.2,42.731,13.2017,8.7,2
52:12.5,42.8102,13.2312,9.1,3
54:58.8,42.6422,13.2922,10.8,2.1
36:16.5,42.7998,13.2338,6.9,2.5
32:29.9,42.674,13.1852,12.6,2.1
36:42.4,42.8122,13.2323,9.5,2
58:02.7,42.7868,13.133,8.2,2.5
04:12.3,42.7673,13.0997,10.9,2
08:07.4,42.8812,13.1405,9.7,2.5
54:51.0,42.7383,13.1912,9.8,2.9
56:50.6,42.7508,13.1333,8.9,2.4
04:12.6,42.8227,13.2775,9.5,2.1
12:34.7,42.9087,13.2458,9.5,2.2
13:01.0,42.8182,13.241,8.7,2.1
45:31.1,42.7537,13.2443,12.8,2.3
58:02.4,42.8035,13.2133,10.1,2.1
58:34.8,42.8543,13.1583,8.2,2
00:34.9,42.7352,13.2108,10.2,2.4
05:48.5,42.8148,13.2305,7.8,2.6
37:53.9,42.8832,13.2402,7.7,2
22:21.3,42.8972,13.2098,9.5,2.1
21:45.6,42.8325,13.1532,9.8,2.1
52:41.9,42.5808,13.2767,11.5,2.2
48:55.9,42.701,13.2532,13,2.1
56:42.7,42.7018,13.2517,12.2,2
30:54.9,42.7717,13.0965,11,2
10:30.9,42.7538,13.1863,9.5,2
42:07.8,42.729,13.1885,9,2.2
24:56.3,42.7707,13.1322,6,2.9
25:18.0,43.5322,13.7963,8.8,2.3
33:55.2,42.8227,13.1825,9.2,2.2
22:15.6,42.7667,13.1687,12.6,2.6
48:12.4,42.5572,13.2663,12.2,2.5
15:40.0,42.7022,13.1168,14.6,2.3
19:21.2,42.8318,13.2212,9.7,2.2
55:45.5,42.9678,13.1503,8.8,2
01:45.7,42.6352,13.2467,12.2,2.2
50:42.1,42.8565,12.84,10.7,2
06:22.1,42.3977,12.8593,8.6,2.2
22:41.0,42.6225,13.3177,8.9,2.8
34:24.4,42.8613,13.2325,9.6,2.1
27:05.3,43.3842,12.5377,8.9,2.9
43:08.5,42.8593,13.2297,3,2
48:06.5,42.8752,13.1537,8.7,2
12:38.3,42.8465,13.2537,9.5,2.1
33:49.3,42.7907,13.2117,9.6,2.4
47:31.7,42.7792,13.1983,12.9,2
37:56.0,42.7223,13.1512,9,2.5
41:18.4,43.3788,12.5462,7.9,3
13:54.2,42.7958,13.1418,7.6,2.1
00:10.5,42.8142,13.0688,9.4,2.2
07:35.4,42.8647,13.2258,8.4,2
38:39.9,42.744,13.2497,14.2,2
05:45.7,42.8922,13.2387,8.2,2
30:47.3,42.8177,13.0643,8.2,2.1
35:00.2,42.7345,13.2755,15.2,2
09:26.4,42.7887,13.1287,10.5,2.1
50:41.8,42.7877,13.1822,10.2,2.1
02:09.0,42.5172,13.46,10.7,2
05:52.3,42.8668,13.2037,7.7,2.6
54:59.5,42.5175,13.4615,11.1,2.1
10:36.3,42.8802,13.1275,8.7,5.4
21:14.9,42.9033,13.1387,8.5,2.6
24:15.6,42.8683,13.1537,7.4,2.5
32:11.6,42.8647,13.1467,8,2.1
36:38.3,42.866,13.1313,8,2.8
37:37.5,42.7747,13.1402,6.8,2.4
44:52.8,42.8832,13.1377,8.7,2.5
48:43.1,42.8822,13.1007,9.5,2.1
51:50.7,42.8612,13.0968,9.9,2.1
52:42.4,42.733,13.166,10.8,2.7
55:03.3,42.8558,13.096,9.1,3
58:18.8,42.8322,13.1362,8.9,2.7
02:22.9,42.9057,13.1212,8.8,2.5
10:28.2,42.8675,13.0912,10.3,2.1
19:23.4,42.9077,13.1128,9.4,2.4
28:06.2,42.8683,13.0885,10.1,2.4
32:56.0,42.8862,13.1477,8.9,2.8
34:34.1,42.8712,13.1428,8.2,3
39:19.4,42.8808,13.0925,10,3.4
43:53.9,42.8438,13.1085,9.1,2
54:04.5,42.8857,13.1377,9.6,2.2
00:29.9,42.9073,13.1157,9,3.2
03:51.5,42.8542,13.1343,9.1,2.6
05:47.0,42.8893,13.1275,8.9,3
13:23.3,42.8723,13.141,6.7,2.2
18:05.8,42.9087,13.1288,7.5,5.9
19:24.5,42.9542,13.063,5.6,3.6
20:34.6,42.8807,13.1368,6.6,2.6
20:56.4,42.8937,13.1345,7.5,3.3
22:04.6,42.8497,13.1038,8.6,2.7
22:56.4,42.9452,13.0713,9.1,3.8
24:21.8,42.9737,13.0663,8.2,3.6
25:04.8,42.9205,13.0657,9.6,3.3
25:18.8,42.9363,13.0698,8.7,3.9
25:43.6,42.9363,13.0843,7.8,3.1
26:03.6,43.0208,13.0653,8.7,3.7
27:54.2,42.8898,13.0818,9.6,3.4
34:26.7,42.9472,13.0557,9.9,3.3
37:17.7,42.9188,13.1197,9,3
43:43.8,42.8938,13.067,9.8,3.8
49:26.6,42.9627,13.056,9,3.5
53:27.4,42.8632,13.2208,9.1,3.1
54:18.4,43.0025,13.0592,10.1,3.2
56:08.5,42.8638,13.1538,8.8,2.6
57:56.9,42.916,13.0512,9.6,2.7
00:16.3,43.0412,13.1072,7.8,2.8
01:24.0,42.9733,13.1458,8.9,2.7
03:29.1,42.9852,13.125,8.9,3.4
04:07.9,43.0127,13.1227,5.7,3.4
06:36.7,42.9233,13.1072,9.7,3.1
09:11.3,42.9843,13.1183,8,2.9
11:00.7,42.9807,13.1107,9.7,3
12:41.1,43.0172,13.123,8.4,3.3
18:59.5,42.8822,13.1583,6.2,2.2
20:50.2,42.8718,13.1488,7.6,2.3
22:40.5,42.8587,13.1522,6.8,2.9
25:53.2,42.9913,13.1365,9.6,3.2
28:46.8,43.0238,13.1277,8.5,2.6
30:25.8,43.0045,13.0693,10.2,2.9
32:41.2,42.8563,13.088,8.7,2.9
34:39.4,42.8628,13.0782,10,2.4
35:57.3,42.8788,13.145,7.8,2.8
38:07.8,43.0142,13.0653,10.2,3
40:10.1,43.0468,13.0643,10.9,2.3
41:24.9,42.8733,13.1527,7.8,3.1
42:21.2,43.0082,13.1125,8.7,3.1
49:12.7,42.9977,13.1082,7.7,2.7
51:06.0,42.8982,13.1387,8.9,2.4
52:16.6,42.8822,13.1618,6,2.5
54:47.7,42.8567,13.1708,8.7,2.2
56:45.6,43.0088,13.1168,9.2,2.7
58:20.2,42.876,13.0812,8.4,2.7
00:46.9,42.9227,13.1147,9,3.1
04:56.0,42.8822,13.119,9.4,2.5
08:35.1,43.0027,13.1113,8,2.9
09:58.5,43.0647,13.0687,10.6,2.6
12:05.1,42.8998,13.0342,10,2.4
16:04.6,42.9152,13.045,11.2,2.6
19:38.3,43.0103,13.0637,8.4,2.5
23:00.2,42.9187,13.1063,8.2,2.8
24:51.7,42.8713,13.0742,9.7,3.7
30:19.5,43.0172,13.0732,9.8,2.8
